"STATISTIC Label","Quarter","Age Group","ICD 10 Diagnostic Group","UNIT","VALUE"
"Deaths Registered","2022Q1","45 - 54 years","Diseases of the skin and subcutaneous tissue (L00-L99)","Number",""
"Deaths Registered","2022Q1","45 - 54 years","Diseases of the musculoskeletal system/connective tissue (M00-M99)","Number","5"
"Deaths Registered","2022Q1","45 - 54 years","Diseases of the genitourinary system (N00-N99)","Number","6"
"Deaths Registered","2022Q1","45 - 54 years","Complications of pregnancy, childbirth and puerperium (O00-O99)","Number",""
"Deaths Registered","2022Q1","45 - 54 years","Certain conditions originating in the perinatal period (P00-P96)","Number",""
"Deaths Registered","2022Q1","45 - 54 years","Congenital malformations and chromosomal abnomalities (Q00-Q99)","Number","3"
"Deaths Registered","2022Q1","45 - 54 years","Symptoms, signs, abnormal findings, ill-defined causes (R00-R99)","Number","1"
"Deaths Registered","2022Q1","45 - 54 years","External causes of injury and poisoning (V01-Y89)","Number","32"
"Deaths Registered","2022Q1","45 - 54 years","COVID-19, virus identified and virus unidentified (U07)","Number","28"
"Deaths Registered","2022Q1","45 - 54 years","COVID-19 vaccines causing adverse effects in therapeutic use (U12)","Number",""
"Deaths Registered","2022Q1","45 - 54 years","Provisional assignment of new diseases of uncertain etiology or emergency use (U00-U49)","Number","28"
"Deaths Registered","2022Q1","55 - 64 years","Total deaths (A00-Y89)","Number","837"
"Deaths Registered","2022Q1","55 - 64 years","Infectious and parasitic diseases (A00-B99)","Number","6"
"Deaths Registered","2022Q1","55 - 64 years","Neoplasms (C00-D48)","Number","386"
"Deaths Registered","2022Q1","55 - 64 years","Malignant neoplasms (C00-C97)","Number","378"
"Deaths Registered","2022Q1","55 - 64 years","Diseases of the blood and blood-forming organs, immunological disorders (D50-D89)","Number","4"
"Deaths Registered","2022Q1","55 - 64 years","Endocrine, Nutritional and metabolic diseases (E00-E90)","Number","19"
"Deaths Registered","2022Q1","55 - 64 years","Mental and behavioural disorders (F00-F99)","Number","5"
"Deaths Registered","2022Q1","55 - 64 years","Diseases of the nervous system and the sense organs (G00-H95)","Number","28"
"Deaths Registered","2022Q1","55 - 64 years","Diseases of the Circulatory System (I00-I99)","Number","170"
"Deaths Registered","2022Q1","55 - 64 years","Diseases of the Respiratory system (J00-J99)","Number","42"
"Deaths Registered","2022Q1","55 - 64 years","Diseases of the Digestive system (K00-K93)","Number","52"
"Deaths Registered","2022Q1","55 - 64 years","Diseases of the skin and subcutaneous tissue (L00-L99)","Number","1"
"Deaths Registered","2022Q1","55 - 64 years","Diseases of the musculoskeletal system/connective tissue (M00-M99)","Number","6"
"Deaths Registered","2022Q1","55 - 64 years","Diseases of the genitourinary system (N00-N99)","Number","8"
"Deaths Registered","2022Q1","55 - 64 years","Complications of pregnancy, childbirth and puerperium (O00-O99)","Number",""
"Deaths Registered","2022Q1","55 - 64 years","Certain conditions originating in the perinatal period (P00-P96)","Number",""
"Deaths Registered","2022Q1","55 - 64 years","Congenital malformations and chromosomal abnomalities (Q00-Q99)","Number","12"
"Deaths Registered","2022Q1","55 - 64 years","Symptoms, signs, abnormal findings, ill-defined causes (R00-R99)","Number","2"
"Deaths Registered","2022Q1","55 - 64 years","External causes of injury and poisoning (V01-Y89)","Number","39"
"Deaths Registered","2022Q1","55 - 64 years","COVID-19, virus identified and virus unidentified (U07)","Number","57"
"Deaths Registered","2022Q1","55 - 64 years","COVID-19 vaccines causing adverse effects in therapeutic use (U12)","Number",""
"Deaths Registered","2022Q1","55 - 64 years","Provisional assignment of new diseases of uncertain etiology or emergency use (U00-U49)","Number","57"
"Deaths Registered","2022Q1","65 - 74 years","Total deaths (A00-Y89)","Number","1585"
"Deaths Registered","2022Q1","65 - 74 years","Infectious and parasitic diseases (A00-B99)","Number","5"
"Deaths Registered","2022Q1","65 - 74 years","Neoplasms (C00-D48)","Number","691"
"Deaths Registered","2022Q1","65 - 74 years","Malignant neoplasms (C00-C97)","Number","682"
"Deaths Registered","2022Q1","65 - 74 years","Diseases of the blood and blood-forming organs, immunological disorders (D50-D89)","Number","6"
"Deaths Registered","2022Q1","65 - 74 years","Endocrine, Nutritional and metabolic diseases (E00-E90)","Number","37"
"Deaths Registered","2022Q1","65 - 74 years","Mental and behavioural disorders (F00-F99)","Number","36"
"Deaths Registered","2022Q1","65 - 74 years","Diseases of the nervous system and the sense organs (G00-H95)","Number","69"
"Deaths Registered","2022Q1","65 - 74 years","Diseases of the Circulatory System (I00-I99)","Number","333"
"Deaths Registered","2022Q1","65 - 74 years","Diseases of the Respiratory system (J00-J99)","Number","149"
"Deaths Registered","2022Q1","65 - 74 years","Diseases of the Digestive system (K00-K93)","Number","67"
"Deaths Registered","2022Q1","65 - 74 years","Diseases of the skin and subcutaneous tissue (L00-L99)","Number","5"
"Deaths Registered","2022Q1","65 - 74 years","Diseases of the musculoskeletal system/connective tissue (M00-M99)","Number","9"
"Deaths Registered","2022Q1","65 - 74 years","Diseases of the genitourinary system (N00-N99)","Number","24"
"Deaths Registered","2022Q1","65 - 74 years","Complications of pregnancy, childbirth and puerperium (O00-O99)","Number",""
"Deaths Registered","2022Q1","65 - 74 years","Certain conditions originating in the perinatal period (P00-P96)","Number",""
"Deaths Registered","2022Q1","65 - 74 years","Congenital malformations and chromosomal abnomalities (Q00-Q99)","Number","7"
"Deaths Registered","2022Q1","65 - 74 years","Symptoms, signs, abnormal findings, ill-defined causes (R00-R99)","Number","2"
"Deaths Registered","2022Q1","65 - 74 years","External causes of injury and poisoning (V01-Y89)","Number","34"
"Deaths Registered","2022Q1","65 - 74 years","COVID-19, virus identified and virus unidentified (U07)","Number","111"
"Deaths Registered","2022Q1","65 - 74 years","COVID-19 vaccines causing adverse effects in therapeutic use (U12)","Number",""
"Deaths Registered","2022Q1","65 - 74 years","Provisional assignment of new diseases of uncertain etiology or emergency use (U00-U49)","Number","111"
"Deaths Registered","2022Q1","75 - 84 years","Total deaths (A00-Y89)","Number","2897"
"Deaths Registered","2022Q1","75 - 84 years","Infectious and parasitic diseases (A00-B99)","Number","22"
"Deaths Registered","2022Q1","75 - 84 years","Neoplasms (C00-D48)","Number","930"
"Deaths Registered","2022Q1","75 - 84 years","Malignant neoplasms (C00-C97)","Number","897"
"Deaths Registered","2022Q1","75 - 84 years","Diseases of the blood and blood-forming organs, immunological disorders (D50-D89)","Number","10"
"Deaths Registered","2022Q1","75 - 84 years","Endocrine, Nutritional and metabolic diseases (E00-E90)","Number","76"
"Deaths Registered","2022Q1","75 - 84 years","Mental and behavioural disorders (F00-F99)","Number","171"
"Deaths Registered","2022Q1","75 - 84 years","Diseases of the nervous system and the sense organs (G00-H95)","Number","202"
"Deaths Registered","2022Q1","75 - 84 years","Diseases of the Circulatory System (I00-I99)","Number","720"
"Deaths Registered","2022Q1","75 - 84 years","Diseases of the Respiratory system (J00-J99)","Number","350"
"Deaths Registered","2022Q1","75 - 84 years","Diseases of the Digestive system (K00-K93)","Number","88"
"Deaths Registered","2022Q1","75 - 84 years","Diseases of the skin and subcutaneous tissue (L00-L99)","Number","4"
"Deaths Registered","2022Q1","75 - 84 years","Diseases of the musculoskeletal system/connective tissue (M00-M99)","Number","34"
"Deaths Registered","2022Q1","75 - 84 years","Diseases of the genitourinary system (N00-N99)","Number","45"
"Deaths Registered","2022Q1","75 - 84 years","Complications of pregnancy, childbirth and puerperium (O00-O99)","Number",""
"Deaths Registered","2022Q1","75 - 84 years","Certain conditions originating in the perinatal period (P00-P96)","Number",""
"Deaths Registered","2022Q1","75 - 84 years","Congenital malformations and chromosomal abnomalities (Q00-Q99)","Number","1"
"Deaths Registered","2022Q1","75 - 84 years","Symptoms, signs, abnormal findings, ill-defined causes (R00-R99)","Number","3"
"Deaths Registered","2022Q1","75 - 84 years","External causes of injury and poisoning (V01-Y89)","Number","41"
"Deaths Registered","2022Q1","75 - 84 years","COVID-19, virus identified and virus unidentified (U07)","Number","200"
"Deaths Registered","2022Q1","75 - 84 years","COVID-19 vaccines causing adverse effects in therapeutic use (U12)","Number",""
"Deaths Registered","2022Q1","75 - 84 years","Provisional assignment of new diseases of uncertain etiology or emergency use (U00-U49)","Number","200"
"Deaths Registered","2022Q1","85 years and over","Total deaths (A00-Y89)","Number","3531"
"Deaths Registered","2022Q1","85 years and over","Infectious and parasitic diseases (A00-B99)","Number","41"
"Deaths Registered","2022Q1","85 years and over","Neoplasms (C00-D48)","Number","550"
"Deaths Registered","2022Q1","85 years and over","Malignant neoplasms (C00-C97)","Number","531"
"Deaths Registered","2022Q1","85 years and over","Diseases of the blood and blood-forming organs, immunological disorders (D50-D89)","Number","12"
"Deaths Registered","2022Q1","85 years and over","Endocrine, Nutritional and metabolic diseases (E00-E90)","Number","109"
"Deaths Registered","2022Q1","85 years and over","Mental and behavioural disorders (F00-F99)","Number","367"
"Deaths Registered","2022Q1","85 years and over","Diseases of the nervous system and the sense organs (G00-H95)","Number","173"
"Deaths Registered","2022Q1","85 years and over","Diseases of the Circulatory System (I00-I99)","Number","1263"
"Deaths Registered","2022Q1","85 years and over","Diseases of the Respiratory system (J00-J99)","Number","425"
"Deaths Registered","2022Q1","85 years and over","Diseases of the Digestive system (K00-K93)","Number","106"
"Deaths Registered","2022Q1","85 years and over","Diseases of the skin and subcutaneous tissue (L00-L99)","Number","14"
"Deaths Registered","2022Q1","85 years and over","Diseases of the musculoskeletal system/connective tissue (M00-M99)","Number","44"
"Deaths Registered","2022Q1","85 years and over","Diseases of the genitourinary system (N00-N99)","Number","105"
"Deaths Registered","2022Q1","85 years and over","Complications of pregnancy, childbirth and puerperium (O00-O99)","Number",""
"Deaths Registered","2022Q1","85 years and over","Certain conditions originating in the perinatal period (P00-P96)","Number",""
"Deaths Registered","2022Q1","85 years and over","Congenital malformations and chromosomal abnomalities (Q00-Q99)","Number",""
"Deaths Registered","2022Q1","85 years and over","Symptoms, signs, abnormal findings, ill-defined causes (R00-R99)","Number","32"
"Deaths Registered","2022Q1","85 years and over","External causes of injury and poisoning (V01-Y89)","Number","55"
"Deaths Registered","2022Q1","85 years and over","COVID-19, virus identified and virus unidentified (U07)","Number","235"
"Deaths Registered","2022Q1","85 years and over","COVID-19 vaccines causing adverse effects in therapeutic use (U12)","Number",""
"Deaths Registered","2022Q1","85 years and over","Provisional assignment of new diseases of uncertain etiology or emergency use (U00-U49)","Number","235"
"Deaths Registered","2022Q1","All ages","Total deaths (A00-Y89)","Number","9535"
"Deaths Registered","2022Q1","All ages","Infectious and parasitic diseases (A00-B99)","Number","79"
"Deaths Registered","2022Q1","All ages","Neoplasms (C00-D48)","Number","2794"
"Deaths Registered","2022Q1","All ages","Malignant neoplasms (C00-C97)","Number","2720"
"Deaths Registered","2022Q1","All ages","Diseases of the blood and blood-forming organs, immunological disorders (D50-D89)","Number","36"
"Deaths Registered","2022Q1","All ages","Endocrine, Nutritional and metabolic diseases (E00-E90)","Number","259"
"Deaths Registered","2022Q1","All ages","Mental and behavioural disorders (F00-F99)","Number","581"
"Deaths Registered","2022Q1","All ages","Diseases of the nervous system and the sense organs (G00-H95)","Number","497"
"Deaths Registered","2022Q1","All ages","Diseases of the Circulatory System (I00-I99)","Number","2596"
"Deaths Registered","2022Q1","All ages","Diseases of the Respiratory system (J00-J99)","Number","983"
"Deaths Registered","2022Q1","All ages","Diseases of the Digestive system (K00-K93)","Number","365"
"Deaths Registered","2022Q1","All ages","Diseases of the skin and subcutaneous tissue (L00-L99)","Number","24"
"Deaths Registered","2022Q1","All ages","Diseases of the musculoskeletal system/connective tissue (M00-M99)","Number","99"
"Deaths Registered","2022Q1","All ages","Diseases of the genitourinary system (N00-N99)","Number","189"
"Deaths Registered","2022Q1","All ages","Complications of pregnancy, childbirth and puerperium (O00-O99)","Number",""
"Deaths Registered","2022Q1","All ages","Certain conditions originating in the perinatal period (P00-P96)","Number","23"
"Deaths Registered","2022Q1","All ages","Congenital malformations and chromosomal abnomalities (Q00-Q99)","Number","47"
"Deaths Registered","2022Q1","All ages","Symptoms, signs, abnormal findings, ill-defined causes (R00-R99)","Number","45"
"Deaths Registered","2022Q1","All ages","External causes of injury and poisoning (V01-Y89)","Number","277"
"Deaths Registered","2022Q1","All ages","COVID-19, virus identified and virus unidentified (U07)","Number","641"
"Deaths Registered","2022Q1","All ages","COVID-19 vaccines causing adverse effects in therapeutic use (U12)","Number",""
"Deaths Registered","2022Q1","All ages","Provisional assignment of new diseases of uncertain etiology or emergency use (U00-U49)","Number","641"
"Deaths Registered","2022Q2","Under 1 year","Total deaths (A00-Y89)","Number","51"
"Deaths Registered","2022Q2","Under 1 year","Infectious and parasitic diseases (A00-B99)","Number",""
"Deaths Registered","2022Q2","Under 1 year","Neoplasms (C00-D48)","Number",""
"Deaths Registered","2022Q2","Under 1 year","Malignant neoplasms (C00-C97)","Number",""
"Deaths Registered","2022Q2","Under 1 year","Diseases of the blood and blood-forming organs, immunological disorders (D50-D89)","Number",""
"Deaths Registered","2022Q2","Under 1 year","Endocrine, Nutritional and metabolic diseases (E00-E90)","Number","1"
"Deaths Registered","2022Q2","Under 1 year","Mental and behavioural disorders (F00-F99)","Number",""
"Deaths Registered","2022Q2","Under 1 year","Diseases of the nervous system and the sense organs (G00-H95)","Number","3"
"Deaths Registered","2022Q2","Under 1 year","Diseases of the Circulatory System (I00-I99)","Number","1"
"Deaths Registered","2022Q2","Under 1 year","Diseases of the Respiratory system (J00-J99)","Number","1"
"Deaths Registered","2022Q2","Under 1 year","Diseases of the Digestive system (K00-K93)","Number",""
"Deaths Registered","2022Q2","Under 1 year","Diseases of the skin and subcutaneous tissue (L00-L99)","Number",""
"Deaths Registered","2022Q2","Under 1 year","Diseases of the musculoskeletal system/connective tissue (M00-M99)","Number",""
"Deaths Registered","2022Q2","Under 1 year","Diseases of the genitourinary system (N00-N99)","Number","1"
"Deaths Registered","2022Q2","Under 1 year","Complications of pregnancy, childbirth and puerperium (O00-O99)","Number",""
"Deaths Registered","2022Q2","Under 1 year","Certain conditions originating in the perinatal period (P00-P96)","Number","20"
"Deaths Registered","2022Q2","Under 1 year","Congenital malformations and chromosomal abnomalities (Q00-Q99)","Number","19"
"Deaths Registered","2022Q2","Under 1 year","Symptoms, signs, abnormal findings, ill-defined causes (R00-R99)","Number","5"
"Deaths Registered","2022Q2","Under 1 year","External causes of injury and poisoning (V01-Y89)","Number",""
"Deaths Registered","2022Q2","Under 1 year","COVID-19, virus identified and virus unidentified (U07)","Number",""
"Deaths Registered","2022Q2","Under 1 year","COVID-19 vaccines causing adverse effects in therapeutic use (U12)","Number",""
"Deaths Registered","2022Q2","Under 1 year","Provisional assignment of new diseases of uncertain etiology or emergency use (U00-U49)","Number",""
"Deaths Registered","2022Q2","1 - 4 years","Total deaths (A00-Y89)","Number","6"
"Deaths Registered","2022Q2","1 - 4 years","Infectious and parasitic diseases (A00-B99)","Number",""
"Deaths Registered","2022Q2","1 - 4 years","Neoplasms (C00-D48)","Number","1"
"Deaths Registered","2022Q2","1 - 4 years","Malignant neoplasms (C00-C97)","Number","1"
"Deaths Registered","2022Q2","1 - 4 years","Diseases of the blood and blood-forming organs, immunological disorders (D50-D89)","Number",""
"Deaths Registered","2022Q2","1 - 4 years","Endocrine, Nutritional and metabolic diseases (E00-E90)","Number","1"
"Deaths Registered","2022Q2","1 - 4 years","Mental and behavioural disorders (F00-F99)","Number",""
"Deaths Registered","2022Q2","1 - 4 years","Diseases of the nervous system and the sense organs (G00-H95)","Number",""
"Deaths Registered","2022Q2","1 - 4 years","Diseases of the Circulatory System (I00-I99)","Number","1"
"Deaths Registered","2022Q2","1 - 4 years","Diseases of the Respiratory system (J00-J99)","Number","1"
"Deaths Registered","2022Q2","1 - 4 years","Diseases of the Digestive system (K00-K93)","Number",""
"Deaths Registered","2022Q2","1 - 4 years","Diseases of the skin and subcutaneous tissue (L00-L99)","Number",""
"Deaths Registered","2022Q2","1 - 4 years","Diseases of the musculoskeletal system/connective tissue (M00-M99)","Number",""
"Deaths Registered","2022Q2","1 - 4 years","Diseases of the genitourinary system (N00-N99)","Number",""
"Deaths Registered","2022Q2","1 - 4 years","Complications of pregnancy, childbirth and puerperium (O00-O99)","Number",""
"Deaths Registered","2022Q2","1 - 4 years","Certain conditions originating in the perinatal period (P00-P96)","Number",""
"Deaths Registered","2022Q2","1 - 4 years","Congenital malformations and chromosomal abnomalities (Q00-Q99)","Number",""
"Deaths Registered","2022Q2","1 - 4 years","Symptoms, signs, abnormal findings, ill-defined causes (R00-R99)","Number","1"
"Deaths Registered","2022Q2","1 - 4 years","External causes of injury and poisoning (V01-Y89)","Number","1"
"Deaths Registered","2022Q2","1 - 4 years","COVID-19, virus identified and virus unidentified (U07)","Number",""
"Deaths Registered","2022Q2","1 - 4 years","COVID-19 vaccines causing adverse effects in therapeutic use (U12)","Number",""
"Deaths Registered","2022Q2","1 - 4 years","Provisional assignment of new diseases of uncertain etiology or emergency use (U00-U49)","Number",""
"Deaths Registered","2022Q2","5 - 14 years","Total deaths (A00-Y89)","Number","11"
"Deaths Registered","2022Q2","5 - 14 years","Infectious and parasitic diseases (A00-B99)","Number",""
"Deaths Registered","2022Q2","5 - 14 years","Neoplasms (C00-D48)","Number","2"
"Deaths Registered","2022Q2","5 - 14 years","Malignant neoplasms (C00-C97)","Number","2"
"Deaths Registered","2022Q2","5 - 14 years","Diseases of the blood and blood-forming organs, immunological disorders (D50-D89)","Number",""
"Deaths Registered","2022Q2","5 - 14 years","Endocrine, Nutritional and metabolic diseases (E00-E90)","Number",""
"Deaths Registered","2022Q2","5 - 14 years","Mental and behavioural disorders (F00-F99)","Number",""
"Deaths Registered","2022Q2","5 - 14 years","Diseases of the nervous system and the sense organs (G00-H95)","Number","1"
"Deaths Registered","2022Q2","5 - 14 years","Diseases of the Circulatory System (I00-I99)","Number","2"
"Deaths Registered","2022Q2","5 - 14 years","Diseases of the Respiratory system (J00-J99)","Number",""
"Deaths Registered","2022Q2","5 - 14 years","Diseases of the Digestive system (K00-K93)","Number",""
"Deaths Registered","2022Q2","5 - 14 years","Diseases of the skin and subcutaneous tissue (L00-L99)","Number",""
"Deaths Registered","2022Q2","5 - 14 years","Diseases of the musculoskeletal system/connective tissue (M00-M99)","Number",""
"Deaths Registered","2022Q2","5 - 14 years","Diseases of the genitourinary system (N00-N99)","Number",""
"Deaths Registered","2022Q2","5 - 14 years","Complications of pregnancy, childbirth and puerperium (O00-O99)","Number",""
"Deaths Registered","2022Q2","5 - 14 years","Certain conditions originating in the perinatal period (P00-P96)","Number",""
"Deaths Registered","2022Q2","5 - 14 years","Congenital malformations and chromosomal abnomalities (Q00-Q99)","Number","2"
"Deaths Registered","2022Q2","5 - 14 years","Symptoms, signs, abnormal findings, ill-defined causes (R00-R99)","Number",""
"Deaths Registered","2022Q2","5 - 14 years","External causes of injury and poisoning (V01-Y89)","Number","4"
"Deaths Registered","2022Q2","5 - 14 years","COVID-19, virus identified and virus unidentified (U07)","Number",""
"Deaths Registered","2022Q2","5 - 14 years","COVID-19 vaccines causing adverse effects in therapeutic use (U12)","Number",""
"Deaths Registered","2022Q2","5 - 14 years","Provisional assignment of new diseases of uncertain etiology or emergency use (U00-U49)","Number",""
"Deaths Registered","2022Q2","15 - 24 years","Total deaths (A00-Y89)","Number","41"
"Deaths Registered","2022Q2","15 - 24 years","Infectious and parasitic diseases (A00-B99)","Number","1"
"Deaths Registered","2022Q2","15 - 24 years","Neoplasms (C00-D48)","Number","3"
"Deaths Registered","2022Q2","15 - 24 years","Malignant neoplasms (C00-C97)","Number","3"
"Deaths Registered","2022Q2","15 - 24 years","Diseases of the blood and blood-forming organs, immunological disorders (D50-D89)","Number",""
"Deaths Registered","2022Q2","15 - 24 years","Endocrine, Nutritional and metabolic diseases (E00-E90)","Number","1"
"Deaths Registered","2022Q2","15 - 24 years","Mental and behavioural disorders (F00-F99)","Number",""
"Deaths Registered","2022Q2","15 - 24 years","Diseases of the nervous system and the sense organs (G00-H95)","Number",""
"Deaths Registered","2022Q2","15 - 24 years","Diseases of the Circulatory System (I00-I99)","Number","6"
"Deaths Registered","2022Q2","15 - 24 years","Diseases of the Respiratory system (J00-J99)","Number",""
"Deaths Registered","2022Q2","15 - 24 years","Diseases of the Digestive system (K00-K93)","Number",""
"Deaths Registered","2022Q2","15 - 24 years","Diseases of the skin and subcutaneous tissue (L00-L99)","Number",""
"Deaths Registered","2022Q2","15 - 24 years","Diseases of the musculoskeletal system/connective tissue (M00-M99)","Number",""
"Deaths Registered","2022Q2","15 - 24 years","Diseases of the genitourinary system (N00-N99)","Number",""
"Deaths Registered","2022Q2","15 - 24 years","Complications of pregnancy, childbirth and puerperium (O00-O99)","Number",""
"Deaths Registered","2022Q2","15 - 24 years","Certain conditions originating in the perinatal period (P00-P96)","Number","1"
"Deaths Registered","2022Q2","15 - 24 years","Congenital malformations and chromosomal abnomalities (Q00-Q99)","Number","1"
"Deaths Registered","2022Q2","15 - 24 years","Symptoms, signs, abnormal findings, ill-defined causes (R00-R99)","Number","2"
"Deaths Registered","2022Q2","15 - 24 years","External causes of injury and poisoning (V01-Y89)","Number","26"
"Deaths Registered","2022Q2","15 - 24 years","COVID-19, virus identified and virus unidentified (U07)","Number",""
"Deaths Registered","2022Q2","15 - 24 years","COVID-19 vaccines causing adverse effects in therapeutic use (U12)","Number",""
"Deaths Registered","2022Q2","15 - 24 years","Provisional assignment of new diseases of uncertain etiology or emergency use (U00-U49)","Number",""
"Deaths Registered","2022Q2","25 - 34 years","Total deaths (A00-Y89)","Number","97"
"Deaths Registered","2022Q2","25 - 34 years","Infectious and parasitic diseases (A00-B99)","Number","1"
"Deaths Registered","2022Q2","25 - 34 years","Neoplasms (C00-D48)","Number","13"
"Deaths Registered","2022Q2","25 - 34 years","Malignant neoplasms (C00-C97)","Number","12"
"Deaths Registered","2022Q2","25 - 34 years","Diseases of the blood and blood-forming organs, immunological disorders (D50-D89)","Number",""
"Deaths Registered","2022Q2","25 - 34 years","Endocrine, Nutritional and metabolic diseases (E00-E90)","Number","3"
"Deaths Registered","2022Q2","25 - 34 years","Mental and behavioural disorders (F00-F99)","Number","1"
"Deaths Registered","2022Q2","25 - 34 years","Diseases of the nervous system and the sense organs (G00-H95)","Number","4"
"Deaths Registered","2022Q2","25 - 34 years","Diseases of the Circulatory System (I00-I99)","Number","7"
"Deaths Registered","2022Q2","25 - 34 years","Diseases of the Respiratory system (J00-J99)","Number","1"
"Deaths Registered","2022Q2","25 - 34 years","Diseases of the Digestive system (K00-K93)","Number","4"
"Deaths Registered","2022Q2","25 - 34 years","Diseases of the skin and subcutaneous tissue (L00-L99)","Number",""
"Deaths Registered","2022Q2","25 - 34 years","Diseases of the musculoskeletal system/connective tissue (M00-M99)","Number",""
"Deaths Registered","2022Q2","25 - 34 years","Diseases of the genitourinary system (N00-N99)","Number",""
"Deaths Registered","2022Q2","25 - 34 years","Complications of pregnancy, childbirth and puerperium (O00-O99)","Number",""
"Deaths Registered","2022Q2","25 - 34 years","Certain conditions originating in the perinatal period (P00-P96)","Number",""
"Deaths Registered","2022Q2","25 - 34 years","Congenital malformations and chromosomal abnomalities (Q00-Q99)","Number","5"
"Deaths Registered","2022Q2","25 - 34 years","Symptoms, signs, abnormal findings, ill-defined causes (R00-R99)","Number","1"
"Deaths Registered","2022Q2","25 - 34 years","External causes of injury and poisoning (V01-Y89)","Number","55"
"Deaths Registered","2022Q2","25 - 34 years","COVID-19, virus identified and virus unidentified (U07)","Number","2"
"Deaths Registered","2022Q2","25 - 34 years","COVID-19 vaccines causing adverse effects in therapeutic use (U12)","Number",""
"Deaths Registered","2022Q2","25 - 34 years","Provisional assignment of new diseases of uncertain etiology or emergency use (U00-U49)","Number","2"
"Deaths Registered","2022Q2","35 - 44 years","Total deaths (A00-Y89)","Number","179"
"Deaths Registered","2022Q2","35 - 44 years","Infectious and parasitic diseases (A00-B99)","Number","3"
"Deaths Registered","2022Q2","35 - 44 years","Neoplasms (C00-D48)","Number","60"
"Deaths Registered","2022Q2","35 - 44 years","Malignant neoplasms (C00-C97)","Number","59"
"Deaths Registered","2022Q2","35 - 44 years","Diseases of the blood and blood-forming organs, immunological disorders (D50-D89)","Number","1"
"Deaths Registered","2022Q2","35 - 44 years","Endocrine, Nutritional and metabolic diseases (E00-E90)","Number","1"
"Deaths Registered","2022Q2","35 - 44 years","Mental and behavioural disorders (F00-F99)","Number","3"
"Deaths Registered","2022Q2","35 - 44 years","Diseases of the nervous system and the sense organs (G00-H95)","Number","7"
"Deaths Registered","2022Q2","35 - 44 years","Diseases of the Circulatory System (I00-I99)","Number","23"
"Deaths Registered","2022Q2","35 - 44 years","Diseases of the Respiratory system (J00-J99)","Number","4"
"Deaths Registered","2022Q2","35 - 44 years","Diseases of the Digestive system (K00-K93)","Number","10"
"Deaths Registered","2022Q2","35 - 44 years","Diseases of the skin and subcutaneous tissue (L00-L99)","Number","1"
"Deaths Registered","2022Q2","35 - 44 years","Diseases of the musculoskeletal system/connective tissue (M00-M99)","Number","1"
"Deaths Registered","2022Q2","35 - 44 years","Diseases of the genitourinary system (N00-N99)","Number","2"
"Deaths Registered","2022Q2","35 - 44 years","Complications of pregnancy, childbirth and puerperium (O00-O99)","Number",""
"Deaths Registered","2022Q2","35 - 44 years","Certain conditions originating in the perinatal period (P00-P96)","Number",""
"Deaths Registered","2022Q2","35 - 44 years","Congenital malformations and chromosomal abnomalities (Q00-Q99)","Number",""
"Deaths Registered","2022Q2","35 - 44 years","Symptoms, signs, abnormal findings, ill-defined causes (R00-R99)","Number",""
"Deaths Registered","2022Q2","35 - 44 years","External causes of injury and poisoning (V01-Y89)","Number","62"
"Deaths Registered","2022Q2","35 - 44 years","COVID-19, virus identified and virus unidentified (U07)","Number","1"
"Deaths Registered","2022Q2","35 - 44 years","COVID-19 vaccines causing adverse effects in therapeutic use (U12)","Number",""
"Deaths Registered","2022Q2","35 - 44 years","Provisional assignment of new diseases of uncertain etiology or emergency use (U00-U49)","Number","1"
"Deaths Registered","2022Q2","45 - 54 years","Total deaths (A00-Y89)","Number","377"
"Deaths Registered","2022Q2","45 - 54 years","Infectious and parasitic diseases (A00-B99)","Number","1"
"Deaths Registered","2022Q2","45 - 54 years","Neoplasms (C00-D48)","Number","169"
"Deaths Registered","2022Q2","45 - 54 years","Malignant neoplasms (C00-C97)","Number","168"
"Deaths Registered","2022Q2","45 - 54 years","Diseases of the blood and blood-forming organs, immunological disorders (D50-D89)","Number","2"
"Deaths Registered","2022Q2","45 - 54 years","Endocrine, Nutritional and metabolic diseases (E00-E90)","Number","5"
"Deaths Registered","2022Q2","45 - 54 years","Mental and behavioural disorders (F00-F99)","Number","5"
"Deaths Registered","2022Q2","45 - 54 years","Diseases of the nervous system and the sense organs (G00-H95)","Number","9"
"Deaths Registered","2022Q2","45 - 54 years","Diseases of the Circulatory System (I00-I99)","Number","56"
"Deaths Registered","2022Q2","45 - 54 years","Diseases of the Respiratory system (J00-J99)","Number","11"
"Deaths Registered","2022Q2","45 - 54 years","Diseases of the Digestive system (K00-K93)","Number","33"
"Deaths Registered","2022Q2","45 - 54 years","Diseases of the skin and subcutaneous tissue (L00-L99)","Number","1"
"Deaths Registered","2022Q2","45 - 54 years","Diseases of the musculoskeletal system/connective tissue (M00-M99)","Number","2"
"Deaths Registered","2022Q2","45 - 54 years","Diseases of the genitourinary system (N00-N99)","Number","5"
"Deaths Registered","2022Q2","45 - 54 years","Complications of pregnancy, childbirth and puerperium (O00-O99)","Number",""
"Deaths Registered","2022Q2","45 - 54 years","Certain conditions originating in the perinatal period (P00-P96)","Number",""
"Deaths Registered","2022Q2","45 - 54 years","Congenital malformations and chromosomal abnomalities (Q00-Q99)","Number","6"
"Deaths Registered","2022Q2","45 - 54 years","Symptoms, signs, abnormal findings, ill-defined causes (R00-R99)","Number","1"
